0,0.9,0,0.9 
0.0171363,0.889688,0,0.9 
0.0369959,0.887322,0.0171363,0.889688 
0.0527,0.874937,0.0369959,0.887322 
0.07141,0.86787,0.0527,0.874937 
0.0823968,0.851158,0.07141,0.86787 
0.0998264,0.84135,0.0823968,0.851158 
0.112395,0.825793,0.0998264,0.84135 
0.13228,0.827933,0.112395,0.825793 
0.151814,0.82364,0.13228,0.827933 
0.150873,0.803663,0.151814,0.82364 
0.146206,0.784215,0.150873,0.803663 
0.130887,0.804416,0.150873,0.803663 
0.146752,0.764222,0.146206,0.784215 
0.146235,0.744229,0.146752,0.764222 
0.163257,0.733729,0.146235,0.744229 
0.171796,0.824497,0.151814,0.82364 
0.177584,0.719774,0.163257,0.733729 
0.195991,0.711952,0.177584,0.719774 
0.18996,0.832867,0.171796,0.824497 
0.213023,0.722434,0.195991,0.711952 
0.232798,0.725427,0.213023,0.722434 
0.209225,0.838241,0.18996,0.832867 
0.200711,0.692517,0.195991,0.711952 
0.229045,0.840916,0.209225,0.838241 
0.0463387,0.905005,0.0369959,0.887322 
0.210165,0.674892,0.200711,0.692517 
0.193395,0.663994,0.210165,0.674892 
0.2282,0.666247,0.210165,0.674892 
0.18946,0.644385,0.193395,0.663994 
0.19784,0.626225,0.18946,0.644385 
0.230465,0.860866,0.229045,0.840916 
0.250463,0.86057,0.230465,0.860866 
0.210295,0.610578,0.19784,0.626225 
0.252226,0.730177,0.232798,0.725427 
0.271674,0.725511,0.252226,0.730177 
0.2201,0.593145,0.210295,0.610578 
0.269154,0.867686,0.250463,0.86057 
0.291673,0.725373,0.271674,0.725511 
0.281892,0.742818,0.291673,0.725373 
0.237479,0.583249,0.2201,0.593145 
0.25215,0.569656,0.237479,0.583249 
0.289102,0.869132,0.269154,0.867686 
0.270625,0.561994,0.25215,0.569656 
0.229545,0.880845,0.230465,0.860866 
0.30837,0.714362,0.291673,0.725373 
0.328004,0.710553,0.30837,0.714362 
0.346243,0.718758,0.328004,0.710553 
0.307893,0.875981,0.289102,0.869132 
0.355796,0.736329,0.346243,0.718758 
0.373454,0.745719,0.355796,0.736329 
0.281065,0.544936,0.270625,0.561994 
0.392598,0.751508,0.373454,0.745719 
0.137842,0.847145,0.13228,0.827933 
0.300147,0.538947,0.281065,0.544936 
0.315709,0.526384,0.300147,0.538947 
0.333841,0.517944,0.315709,0.526384 
0.341073,0.499297,0.333841,0.517944 
0.359741,0.49212,0.341073,0.499297 
0.211192,0.888793,0.229545,0.880845 
0.412523,0.753245,0.392598,0.751508 
0.431584,0.7593,0.412523,0.753245 
0.378703,0.485759,0.359741,0.49212 
0.397776,0.479741,0.378703,0.485759 
0.143465,0.73085,0.163257,0.733729 
0.122022,0.786488,0.130887,0.804416 
0.164743,0.753674,0.163257,0.733729 
0.0569399,0.921965,0.0463387,0.905005 
0.181611,0.614536,0.19784,0.626225 
0.451531,0.757848,0.431584,0.7593 
0.465518,0.772144,0.451531,0.757848 
0.485468,0.770721,0.465518,0.772144 
0.4638,0.79207,0.465518,0.772144 
0.505177,0.767324,0.485468,0.770721 
0.415964,0.471423,0.397776,0.479741 
0.432119,0.459632,0.415964,0.471423 
0.448373,0.447978,0.432119,0.459632 
0.463314,0.434683,0.448373,0.447978 
